"","BEGIN_DAY","BEGIN_TIME","END_DAY","END_TIME","STATE","MONTH_NAME","EVENT_TYPE","INJURIES","DEATHS","DAMAGE_PROPERTY","DAMAGE_CROPS","MAGNITUDE"
"1",6,1509,6,1509,"30","4","42","No","No","Low","Low",52
"2",6,930,6,940,"9","4","43","Yes","No","Low","Low",0
"3",5,1749,5,1753,"35","4","42","No","No","Low","Low",50
"4",16,1759,16,1900,"35","4","15","No","No","Low","Low",0
"5",15,1550,15,1550,"27","4","19","No","No","Low","Low",1.5
"6",3,1212,3,1212,"10","4","42","No","No","Low","Low",55
"7",29,915,29,1115,"14","4","14","No","No","Low","Low",0
"8",21,1915,21,1915,"46","4","42","No","No","Low","Low",50
"9",22,1015,22,1015,"51","10","34","No","No","Low","Low",42
"10",29,945,29,1145,"35","4","14","No","No","Low","Low",0
"11",3,1308,3,1308,"10","4","42","No","No","Low","Low",50
"12",15,1855,15,1855,"27","4","42","No","No","Low","Low",52
"13",3,1248,3,1248,"10","4","42","No","No","Low","Low",55
"14",26,757,26,757,"4","4","19","No","No","Low","Low",1
"15",21,1520,21,1520,"36","10","19","No","No","Low","Low",1.75
"16",24,224,24,224,"51","10","33","No","No","Low","Low",43
"17",24,336,24,336,"51","10","31","No","No","Low","Low",58
"18",10,800,10,1600,"38","3","49","No","No","Low","Low",0
"19",10,800,10,1600,"38","3","49","No","No","Low","Low",0
"20",10,800,10,1600,"38","3","49","No","No","Low","Low",0
"21",24,1600,25,600,"49","2","49","No","No","Low","Low",0
"22",24,1700,25,600,"49","2","49","No","No","Low","Low",0
"23",6,1525,6,1525,"51","6","34","No","No","Low","Low",35
"24",6,1535,6,1540,"9","6","42","No","No","Low","Low",45
"25",7,812,7,812,"51","6","34","No","No","Low","Low",34
"26",7,922,7,922,"51","6","34","No","No","Low","Low",44
"27",20,2120,20,2120,"26","6","19","No","No","Low","Low",0.75
"28",20,2016,20,2016,"26","6","19","No","No","Low","Low",0.88
"29",20,1900,20,1900,"26","6","42","No","No","Low","Low",61
"30",24,1700,25,600,"49","2","49","No","No","Low","Low",0
"31",24,1900,25,600,"49","2","49","No","No","Low","Low",0
"32",24,1900,25,600,"49","2","49","No","No","Low","Low",0
"33",24,1900,25,600,"49","2","49","No","No","Low","Low",0
"34",4,902,4,907,"51","6","46","No","No","Low","Low",0
"35",4,1105,4,1112,"51","6","46","No","No","Low","Low",0
"36",6,1435,6,1435,"51","6","34","No","No","Low","Low",41
"37",10,800,10,1600,"38","3","49","No","No","Low","Low",0
"38",24,0,25,600,"49","2","49","No","No","Low","Low",0
"39",7,830,7,830,"51","6","34","No","No","Low","Low",37
"40",7,1125,7,1125,"51","6","34","No","No","Low","Low",50
"41",7,1117,7,1117,"51","6","34","No","No","Low","Low",47
"42",7,1221,7,1221,"51","6","34","No","No","Low","Low",39
"43",11,1530,11,1530,"9","6","42","No","No","Low","Low",40
"44",11,1715,11,1715,"51","6","34","No","No","Low","Low",36
"45",14,1455,14,1455,"51","6","34","No","No","Low","Low",43
"46",6,1230,6,1315,"9","6","14","No","No","Low","Low",0
"47",7,1555,7,1715,"9","6","14","No","No","Low","Low",0
"48",7,1615,7,1715,"9","6","14","No","No","Low","Low",0
"49",21,900,21,1100,"9","6","14","No","No","Low","Low",0
"50",21,915,21,1145,"9","6","14","No","No","Low","Low",0
"51",22,500,23,500,"9","6","15","No","No","Low","Low",0
"52",22,500,23,500,"9","6","15","No","No","Low","Low",0
"53",23,1142,23,1142,"25","6","42","No","No","Low","Low",60
"54",23,1126,23,1126,"25","6","42","No","No","Low","Low",51
"55",17,420,17,420,"16","6","19","No","No","Low","Low",0.88
"56",17,513,17,513,"16","6","19","No","No","Low","Low",0.88
"57",17,432,17,432,"16","6","42","No","No","Low","Low",52
"58",17,430,17,430,"16","6","42","No","No","Low","Low",52
"59",17,416,17,416,"16","6","42","No","No","Low","Low",52
"60",17,539,17,539,"16","6","19","No","No","Low","Low",0.75
"61",23,1225,23,1225,"25","6","42","No","No","Low","Low",52
"62",23,1210,23,1210,"25","6","42","No","No","Low","Low",52
"63",23,1220,23,1220,"25","6","42","No","No","Low","Low",52
"64",23,1202,23,1202,"25","6","42","No","No","Low","Low",52
"65",23,1310,23,1310,"25","6","42","No","No","Low","Low",52
"66",23,1130,23,1130,"25","6","21","No","No","Low","Low",0
"67",23,1149,23,1149,"25","6","21","No","No","Low","Low",0
"68",1,1815,1,1915,"25","6","14","No","No","Low","Low",0
"69",1,1900,1,2000,"25","6","14","No","No","Low","Low",0
"70",1,1816,1,1816,"25","6","19","No","No","Low","Low",1
"71",22,500,23,500,"9","6","15","No","No","Low","Low",0
"72",22,500,23,500,"9","6","15","No","No","Low","Low",0
"73",8,958,8,958,"51","6","34","No","No","Low","Low",34
"74",8,1114,8,1114,"51","6","34","No","No","Low","Low",40
"75",8,1330,8,1330,"51","6","34","No","No","Low","Low",39
"76",23,1232,23,1232,"25","6","29","No","No","Low","Low",0
"77",23,1130,23,1130,"25","6","42","No","No","Low","Low",52
"78",23,1129,23,1129,"25","6","42","No","No","Low","Low",52
"79",23,1136,23,1136,"25","6","42","No","No","Low","Low",52
"80",23,1125,23,1125,"25","6","42","No","No","Low","Low",52
"81",23,1145,23,1145,"25","6","42","No","No","Low","Low",52
"82",1,1753,1,1753,"25","6","42","No","No","Low","Low",52
"83",1,1813,1,1813,"25","6","42","No","No","Low","Low",52
"84",1,1810,1,1810,"25","6","42","No","No","Low","Low",52
"85",1,1815,1,1815,"25","6","42","No","No","Low","Low",52
"86",17,412,17,412,"16","6","19","No","No","Low","Low",0.75
"87",17,416,17,416,"16","6","19","No","No","Low","Low",0.75
"88",17,534,17,534,"16","6","42","No","No","Low","Low",52
"89",17,510,17,510,"16","6","42","No","No","Low","Low",52
"90",17,238,17,238,"16","6","42","No","No","Low","Low",52
"91",14,1530,14,1555,"51","6","46","No","No","Low","Low",0
"92",19,1155,19,1155,"9","6","42","No","No","Low","Low",51
"93",19,1336,19,1336,"51","6","34","No","No","Low","Low",35
"94",19,1343,19,1343,"51","6","34","No","No","Low","Low",36
"95",27,700,27,704,"51","6","46","No","No","Low","Low",0
"96",22,10,22,10,"1","6","42","No","No","Low","Low",50
"97",30,1242,30,1242,"1","6","42","No","No","Low","Low",50
"98",17,510,17,510,"16","6","42","No","No","Low","Low",52
"99",17,612,17,612,"16","6","42","No","No","Low","Low",52
"100",17,629,17,629,"16","6","42","No","No","Low","Low",52
"101",17,605,17,605,"16","6","42","No","No","Low","Low",61
"102",17,2250,17,2250,"16","6","42","No","No","Low","Low",52
"103",15,140,15,140,"25","6","42","No","No","Low","Low",52
"104",15,210,15,210,"25","6","42","No","No","Low","Low",52
"105",17,2246,17,2246,"16","6","42","No","No","Low","Low",52
"106",30,427,30,427,"25","6","42","No","No","Low","Low",61
"107",30,425,30,425,"25","6","42","No","No","Low","Low",52
"108",30,300,30,300,"25","6","42","No","No","Low","Low",52
"109",30,416,30,416,"25","6","42","No","No","Low","Low",52
"110",30,445,30,445,"25","6","42","No","No","Low","Low",52
"111",15,855,15,855,"25","6","19","No","No","Low","Low",1
"112",15,345,15,345,"25","6","42","No","No","Low","Low",52
"113",15,345,15,345,"25","6","42","No","No","Low","Low",52
"114",5,1357,5,1404,"28","5","19","No","No","Low","Low",0.88
"115",27,1647,27,1650,"31","5","19","No","No","Low","Low",1
"116",17,2115,17,2120,"13","5","19","No","No","Low","Low",0.75
"117",17,2139,17,2144,"13","5","19","No","No","Low","Low",0.75
"118",3,1406,3,1406,"43","5","19","No","No","Low","Low",1
"119",15,1640,15,1642,"50","5","19","No","No","Low","Low",1
"120",31,1715,31,1720,"27","5","19","No","No","Low","Low",1
"121",28,1420,28,1420,"15","6","18","No","No","Low","Low",0
"122",31,1625,31,1630,"27","5","19","No","No","Low","Low",1
"123",14,2230,14,2232,"27","5","42","No","No","Low","Low",57
"124",28,1553,28,1553,"15","6","19","No","No","Low","Low",1.75
"125",6,1300,6,1300,"3","5","24","No","No","Low","Low",50
"126",6,1245,6,1245,"3","5","24","No","No","Low","Low",50
"127",17,2100,18,900,"3","5","22","No","No","Low","Low",0
"128",27,1815,27,1815,"21","6","42","No","No","Low","Low",50
"129",19,1345,19,1345,"40","6","42","No","No","Low","Low",50
"130",18,1520,18,1520,"51","6","34","No","No","Low","Low",40
"131",21,1540,21,1540,"36","10","19","No","No","Low","Low",1
"132",21,1805,21,1805,"23","6","19","No","No","Low","Low",1
"133",24,700,24,900,"38","6","15","No","No","Low","Low",0
"134",30,430,30,430,"25","6","42","No","No","Low","Low",52
"135",18,1300,18,1300,"51","6","34","No","No","Low","Low",39
"136",13,2020,13,2020,"27","6","19","No","No","Low","Low",0.88
"137",16,1932,16,1932,"33","6","14","No","No","Low","Low",0
"138",21,1730,21,1731,"51","6","46","No","No","Low","Low",0
"139",8,1000,8,1200,"16","6","21","No","No","Low","Low",0
"140",13,1924,13,1924,"16","6","19","No","No","Low","Low",0.88
"141",17,1843,17,1843,"16","6","19","No","No","Low","Low",1.25
"142",14,1613,14,1618,"13","6","19","No","No","Low","Low",1
"143",23,1231,23,1600,"1","6","14","No","No","Low","Low",0
"144",23,205,23,205,"25","7","42","No","No","Low","Low",61
"145",19,1150,19,1151,"14","6","19","No","No","Low","Low",0.75
"146",1,1520,1,1600,"47","6","6","No","No","Low","Low",0
"147",23,215,23,256,"13","7","42","No","No","Low","Low",63
"148",23,230,23,230,"13","7","42","No","No","Low","Low",56
"149",27,1353,27,1355,"21","6","19","No","No","Low","Low",0.9
"150",16,1825,16,2130,"46","6","15","No","No","Low","Low",0
"151",30,1712,30,1712,"46","6","42","No","No","Low","Low",50
"152",23,151,23,205,"25","7","42","Yes","No","Low","Low",62
"153",17,1935,17,1935,"16","6","19","No","No","Low","Low",1.75
"154",29,2345,29,2345,"16","6","42","No","No","Low","Low",61
"155",15,1820,15,1820,"27","6","19","No","No","Low","Low",2
"156",19,1531,19,1531,"51","6","34","No","No","Low","Low",46
"157",14,1625,14,1625,"17","6","14","No","No","Low","Low",0
"158",10,100,10,100,"23","6","19","No","No","Low","Low",1
"159",21,1557,21,1557,"36","10","19","No","No","Low","Low",3
"160",21,1603,21,1603,"36","10","19","No","No","Low","Low",1.75
"161",15,0,30,2359,"4","11","9","No","No","Low","Low",0
"162",15,0,30,2359,"4","11","9","No","No","Low","Low",0
"163",15,0,30,2359,"4","11","9","No","No","Low","Low",0
"164",15,0,30,2359,"4","11","9","No","No","Low","Low",0
"165",15,0,30,2359,"4","11","9","No","No","Low","Low",0
"166",19,1511,19,1511,"26","11","24","No","No","Low","Low",53
"167",20,52,20,52,"26","11","24","No","No","Low","Low",56
"168",1,905,1,905,"17","3","42","No","No","Low","Low",60
"169",1,920,1,920,"17","3","42","No","No","Low","Low",50
"170",1,926,1,926,"17","3","19","No","No","Low","Low",0.75
"171",1,2019,1,2022,"40","3","19","No","No","Low","Low",0.88
"172",11,2026,11,2031,"43","3","19","No","No","Low","Low",1
"173",29,1945,29,1945,"25","3","19","No","No","Low","Low",1
"174",20,1444,20,1444,"43","5","42","No","No","Low","Low",51
"175",20,1740,20,1750,"43","5","19","No","No","Low","Low",1.5
"176",23,2000,23,2008,"43","3","19","No","No","Low","Low",0.75
"177",20,1745,20,1750,"43","5","19","No","No","Low","Low",1
"178",21,1610,21,1610,"36","10","19","No","No","Low","Low",0.75
"179",21,1614,21,1614,"36","10","19","No","No","Low","Low",1.75
"180",21,1620,21,1620,"36","10","19","No","No","Low","Low",2.75
"181",22,16,22,17,"51","3","34","No","No","Low","Low",51
"182",9,1803,9,1803,"25","3","19","No","No","Low","Low",1.25
"183",9,1942,9,1942,"25","3","19","No","No","Low","Low",1
"184",8,424,8,430,"51","3","34","No","No","Low","Low",34
"185",5,822,5,1022,"4","6","14","No","No","Low","Low",0
"186",1,1326,1,1326,"20","3","42","No","No","Low","Low",50
"187",1,1415,1,1415,"51","3","34","No","No","Low","Low",53
"188",7,1300,8,400,"51","3","31","No","No","Low","Low",59
"189",29,1618,29,1618,"18","3","42","No","No","Low","Low",56
"190",1,222,1,222,"13","3","42","No","No","Low","Low",50
"191",6,2145,6,2145,"49","3","42","No","No","Low","Low",51
"192",1,1344,1,1344,"46","3","42","No","No","Low","Low",52
"193",22,1240,22,1245,"5","3","19","No","No","Low","Low",1
"194",31,1927,31,1927,"33","3","19","No","No","Low","Low",1
"195",6,2303,6,2311,"25","3","43","No","No","Low","Low",0
"196",1,1436,1,1436,"51","3","33","No","No","Low","Low",36
"197",1,1338,1,1338,"51","3","42","No","No","Low","Low",50
"198",1,1413,1,1413,"51","3","34","No","No","Low","Low",51
"199",8,415,8,415,"51","3","34","No","No","Low","Low",36
"200",27,1806,27,1807,"1","3","19","No","No","Low","Low",1.5
"201",27,1822,27,1823,"1","3","19","No","No","Low","Low",1.75
"202",28,1520,28,1520,"33","3","42","No","No","Low","Low",50
"203",13,2342,13,2342,"51","3","34","No","No","Low","Low",35
"204",21,1625,21,1625,"36","10","19","No","No","Low","Low",1.5
"205",21,2017,21,2017,"33","3","19","No","No","Low","Low",1
"206",6,2343,6,2348,"13","3","42","No","No","Low","Low",52
"207",6,2347,6,2352,"13","3","42","No","No","Low","Low",52
"208",4,1520,4,1520,"4","6","29","No","No","Low","Low",0
"209",5,300,5,500,"4","6","14","No","No","Low","Low",0
"210",5,715,5,915,"4","6","14","No","No","Low","Low",0
"211",13,1938,13,1938,"9","3","42","No","No","Low","Low",40
"212",1,314,1,317,"35","3","42","No","No","Low","Low",60
"213",1,1732,1,1740,"33","3","19","No","No","Low","Low",1.75
"214",22,354,22,412,"51","5","34","No","No","Low","Low",38
"215",20,1820,20,1824,"43","5","19","No","No","Low","Low",1
"216",21,2011,21,2011,"36","10","19","No","No","Low","Low",1
"217",29,2025,29,2025,"25","3","19","No","No","Low","Low",1.25
"218",22,840,22,840,"18","10","42","No","No","Low","Low",50
"219",1,1742,1,1742,"40","3","42","No","No","Low","Low",50
"220",22,642,22,642,"18","10","42","No","No","Low","Low",50
"221",22,805,22,805,"18","10","42","No","No","Low","Low",50
"222",1,1001,1,1001,"17","3","42","No","No","Low","Low",60
"223",1,1001,1,1001,"17","3","42","No","No","Low","Low",60
"224",9,1724,9,1724,"25","3","19","No","No","Low","Low",1
"225",11,2035,11,2035,"43","3","42","No","No","Low","Low",59
"226",1,1350,1,1400,"51","3","34","No","No","Low","Low",56
"227",8,438,8,453,"51","3","34","No","No","Low","Low",38
"228",29,2107,29,2107,"51","10","31","No","No","Low","Low",48
"229",29,2048,29,2048,"51","10","31","No","No","Low","Low",50
"230",30,351,30,351,"8","10","41","No","No","Low","Low",37
"231",22,25,22,25,"18","10","42","No","No","Low","Low",50
"232",1,500,1,700,"35","3","14","No","No","Low","Low",0
"233",6,1615,6,1615,"27","3","19","No","No","Low","Low",1
"234",1,1000,1,1230,"35","3","15","No","No","Low","Low",0
"235",1,245,1,345,"35","3","14","No","No","Low","Low",0
"236",4,722,4,922,"4","6","14","No","No","Low","Low",0
"237",28,1850,28,1850,"43","3","42","No","No","Low","Low",53
"238",1,555,1,625,"35","3","42","No","No","Low","Low",50
"239",26,1810,26,1810,"43","3","19","No","No","Low","Low",1.5
"240",1,1400,1,1400,"20","3","42","No","No","Low","Low",52
"241",1,1339,1,1339,"20","3","42","No","No","Low","Low",51
"242",7,2247,7,2247,"51","2","34","No","No","Low","Low",35
"243",7,2350,7,2350,"51","2","34","No","No","Low","Low",35
"244",7,2138,7,2138,"9","2","42","No","No","Low","Low",50
"245",25,55,25,55,"17","2","42","No","No","Low","Low",50
"246",25,55,25,55,"17","2","42","No","No","Low","Low",50
"247",22,1100,24,1100,"26","2","48","No","No","Low","Low",0
"248",22,1800,24,1100,"50","2","48","No","No","Low","Low",0
"249",7,1430,8,300,"26","2","48","No","No","Low","Low",0
"250",21,1400,21,1400,"26","2","24","No","No","Low","Low",50
"251",20,2246,20,2246,"50","2","24","No","No","Low","Low",53
"252",11,1030,11,1158,"26","2","24","No","No","Low","Low",50
"253",15,1638,15,1638,"9","2","19","No","No","Low","Low",0.88
"254",8,0,8,1100,"26","2","5","No","No","Low","Low",0
"255",11,800,11,1100,"26","2","24","No","No","Low","Low",56
"256",21,0,24,0,"26","2","15","No","No","Low","Low",0
"257",11,810,11,810,"23","6","19","No","No","Low","Low",1
"258",1,0,7,1320,"4","6","15","No","No","Low","Low",0
"259",1,0,21,130,"4","6","15","No","No","Low","Low",0
"260",1,0,14,230,"4","6","15","No","No","Low","Low",0
"261",10,1900,11,0,"20","1","49","No","No","Low","Low",0
"262",10,1900,11,0,"20","1","49","No","No","Low","Low",0
"263",10,1900,11,0,"20","1","49","No","No","Low","Low",0
"264",10,1900,11,100,"20","1","49","No","No","Low","Low",0
"265",10,1900,11,100,"20","1","49","No","No","Low","Low",0
"266",10,1900,11,100,"20","1","49","No","No","Low","Low",0
"267",10,1900,11,0,"48","1","49","No","No","Low","Low",0
"268",10,1900,11,0,"48","1","49","No","No","Low","Low",0
"269",10,1900,11,100,"20","1","49","No","No","Low","Low",0
"270",1,0,14,2320,"4","6","15","No","No","Low","Low",0
"271",1,0,23,1900,"4","6","15","No","No","Low","Low",0
"272",30,646,30,646,"4","6","19","No","No","Low","Low",0.88
"273",13,700,13,700,"30","2","24","No","No","Low","Low",52
"274",10,1900,11,0,"48","1","49","No","No","Low","Low",0
"275",10,1900,11,0,"48","1","49","No","No","Low","Low",0
"276",10,1900,11,0,"48","1","49","No","No","Low","Low",0
"277",10,1900,11,0,"48","1","49","No","No","Low","Low",0
"278",10,1900,11,0,"48","1","49","No","No","Low","Low",0
"279",10,1900,11,0,"48","1","49","No","No","Low","Low",0
"280",10,1900,11,0,"48","1","49","No","No","Low","Low",0
"281",10,1900,11,0,"46","1","49","No","No","Low","Low",0
"282",5,1700,6,100,"48","1","49","No","No","Low","Low",0
"283",5,1700,6,100,"48","1","49","No","No","Low","Low",0
"284",5,1200,6,600,"48","1","49","No","No","Low","Low",0
"285",5,1200,6,600,"48","1","49","No","No","Low","Low",0
"286",5,1200,6,600,"48","1","49","No","No","Low","Low",0
"287",7,100,7,1300,"46","1","49","No","No","Low","Low",0
"288",7,100,7,1300,"46","1","49","No","No","Low","Low",0
"289",13,600,13,600,"38","2","24","No","No","Low","Low",52
"290",7,100,7,1300,"46","1","49","No","No","Low","Low",0
"291",7,100,7,1500,"46","1","49","No","No","Low","Low",0
"292",7,100,7,1500,"46","1","49","No","No","Low","Low",0
"293",7,100,7,1500,"46","1","49","No","No","Low","Low",0
"294",7,100,7,1300,"46","1","49","No","No","Low","Low",0
"295",7,100,7,1300,"46","1","49","No","No","Low","Low",0
"296",7,100,7,1300,"46","1","49","No","No","Low","Low",0
"297",7,100,7,1300,"46","1","49","No","No","Low","Low",0
"298",24,806,24,930,"48","1","15","No","No","Low","Low",0
"299",24,452,24,1335,"48","1","15","No","No","Low","Low",0
"300",5,1700,6,200,"20","1","49","No","No","Low","Low",0
"301",5,1700,6,200,"20","1","49","No","No","Low","Low",0
"302",5,1700,6,200,"20","1","49","No","No","Low","Low",0
"303",5,1700,6,200,"20","1","49","No","No","Low","Low",0
"304",5,1700,6,200,"20","1","49","No","No","Low","Low",0
"305",7,100,7,1300,"46","1","49","No","No","Low","Low",0
"306",7,100,7,1300,"46","1","49","No","No","Low","Low",0
"307",7,300,7,1500,"46","1","49","No","No","Low","Low",0
"308",7,300,7,1500,"46","1","49","No","No","Low","Low",0
"309",7,100,7,1300,"46","1","49","No","No","Low","Low",0
"310",7,300,7,1500,"20","1","49","No","No","Low","Low",0
"311",7,300,7,1500,"20","1","48","No","No","Low","Low",0
"312",7,300,7,1500,"20","1","48","No","No","Low","Low",0
"313",10,1900,11,0,"46","1","49","No","No","Low","Low",0
"314",10,1900,11,0,"46","1","49","No","No","Low","Low",0
"315",10,1900,11,0,"46","1","49","No","No","Low","Low",0
"316",10,1900,11,0,"46","1","49","No","No","Low","Low",0
"317",10,1900,11,0,"46","1","49","No","No","Low","Low",0
"318",5,1700,6,200,"20","1","49","No","No","Low","Low",0
"319",5,1700,6,200,"20","1","49","No","No","Low","Low",0
"320",5,1200,6,600,"46","1","49","No","No","Low","Low",0
"321",5,1700,6,100,"46","1","49","No","No","Low","Low",0
"322",5,1700,6,100,"46","1","49","No","No","Low","Low",0
"323",5,1700,6,100,"46","1","49","No","No","Low","Low",0
"324",5,1700,6,100,"48","1","49","No","No","Low","Low",0
"325",5,1700,6,100,"48","1","49","No","No","Low","Low",0
"326",10,1900,11,0,"46","1","49","No","No","Low","Low",0
"327",10,1900,11,0,"46","1","49","No","No","Low","Low",0
"328",14,0,14,1100,"46","1","49","No","No","Low","Low",0
"329",14,0,14,1100,"46","1","49","No","No","Low","Low",0
"330",14,0,14,1100,"46","1","49","No","No","Low","Low",0
"331",13,1330,13,1330,"38","2","24","No","No","Low","Low",52
"332",6,2000,7,900,"35","4","48","No","No","Low","Low",0
"333",13,1330,13,1330,"38","2","24","No","No","Low","Low",52
"334",28,1754,28,1755,"25","2","19","No","No","Low","Low",1
"335",14,200,14,1100,"46","1","49","No","No","Low","Low",0
"336",14,200,14,1100,"46","1","49","No","No","Low","Low",0
"337",14,200,14,1400,"46","1","49","No","No","Low","Low",0
"338",14,200,14,1400,"46","1","49","No","No","Low","Low",0
"339",13,2200,14,1200,"20","1","49","No","No","Low","Low",0
"340",14,200,14,1400,"20","1","49","No","No","Low","Low",0
"341",14,200,14,1400,"20","1","49","No","No","Low","Low",0
"342",14,200,14,1400,"20","1","49","No","No","Low","Low",0
"343",14,0,14,1100,"46","1","49","No","No","Low","Low",0
"344",14,0,14,1100,"46","1","49","No","No","Low","Low",0
"345",14,0,14,1100,"46","1","49","No","No","Low","Low",0
"346",14,200,14,1100,"46","1","49","No","No","Low","Low",0
"347",14,200,14,1400,"46","1","49","No","No","Low","Low",0
"348",14,2000,15,200,"20","1","49","No","No","Low","Low",0
"349",14,2000,15,200,"20","1","49","No","No","Low","Low",0
"350",14,2000,15,200,"20","1","49","No","No","Low","Low",0
"351",14,2000,15,200,"20","1","49","No","No","Low","Low",0
"352",14,200,14,1400,"20","1","49","No","No","Low","Low",0
"353",14,200,14,1400,"20","1","49","No","No","Low","Low",0
"354",14,200,14,1100,"48","1","49","No","No","Low","Low",0
"355",14,200,14,1400,"48","1","49","No","No","Low","Low",0
"356",14,200,14,1400,"20","1","49","No","No","Low","Low",0
"357",14,200,14,1400,"20","1","49","No","No","Low","Low",0
"358",14,200,14,1400,"20","1","49","No","No","Low","Low",0
"359",14,200,14,1400,"20","1","49","No","No","Low","Low",0
"360",14,200,14,1400,"48","1","49","No","No","Low","Low",0
"361",22,906,22,906,"51","10","34","No","No","Low","Low",50
"362",22,400,22,500,"18","10","14","No","No","Low","Low",0
"363",14,200,14,1400,"48","1","49","No","No","Low","Low",0
"364",14,200,14,1400,"48","1","49","No","No","Low","Low",0
"365",14,0,14,1100,"48","1","49","No","No","Low","Low",0
"366",14,0,14,1100,"48","1","49","No","No","Low","Low",0
"367",22,1345,22,1355,"24","4","43","No","No","Low","Low",0
"368",14,0,14,1100,"48","1","49","No","No","Low","Low",0
"369",23,1200,24,200,"20","1","49","No","No","Low","Low",0
"370",11,414,11,836,"26","1","5","No","No","Low","Low",0
"371",30,305,30,535,"26","1","24","No","No","Low","Low",35
"372",29,2000,30,304,"26","1","24","No","No","Low","Low",55
"373",10,2015,10,2015,"17","1","41","No","No","Low","Low",43
"374",23,1200,24,200,"48","1","49","No","No","Low","Low",0
"375",23,1200,24,200,"48","1","49","No","No","Low","Low",0
"376",14,200,14,1400,"48","1","49","No","No","Low","Low",0
"377",14,200,14,1100,"48","1","49","No","No","Low","Low",0
"378",4,2100,5,700,"16","1","49","No","No","Low","Low",0
"379",30,0,30,500,"46","1","49","No","No","Low","Low",0
"380",30,0,30,500,"46","1","49","No","No","Low","Low",0
"381",4,2100,5,700,"16","1","49","No","No","Low","Low",0
"382",18,1930,19,500,"35","11","15","No","No","Low","Low",0
"383",22,1018,22,1018,"51","10","34","No","No","Low","Low",46
"384",22,1030,22,1030,"51","10","34","No","No","Low","Low",51
"385",22,1155,22,1155,"51","10","34","No","No","Low","Low",60
"386",3,457,3,457,"5","10","24","No","No","Low","Low",61
"387",4,2100,5,700,"16","1","49","No","No","Low","Low",0
"388",30,0,30,500,"46","1","49","No","No","Low","Low",0
"389",30,0,30,500,"46","1","49","No","No","Low","Low",0
"390",30,0,30,500,"46","1","49","No","No","Low","Low",0
"391",23,2135,23,2330,"20","1","4","No","No","Low","Low",0
"392",4,2040,4,2040,"4","4","42","No","No","Low","Low",61
"393",26,122,26,122,"4","4","42","No","No","Low","Low",52
"394",26,743,26,743,"4","4","19","No","No","Low","Low",0.88
"395",2,1515,2,1515,"4","4","42","No","No","Low","Low",52
"396",2,1540,2,1540,"4","4","42","No","No","Low","Low",52
"397",2,1550,2,1550,"4","4","42","No","No","Low","Low",52
"398",2,1553,2,1553,"4","4","42","No","No","Low","Low",52
"399",4,2000,4,2000,"4","4","19","No","No","Low","Low",1.75
"400",23,1200,24,200,"48","1","49","No","No","Low","Low",0
"401",23,1200,24,200,"46","1","49","No","No","Low","Low",0
"402",30,0,30,500,"46","1","49","No","No","Low","Low",0
"403",30,0,30,500,"46","1","49","No","No","Low","Low",0
"404",30,0,30,500,"46","1","49","No","No","Low","Low",0
"405",30,0,30,500,"46","1","49","No","No","Low","Low",0
"406",30,0,30,500,"46","1","49","No","No","Low","Low",0
"407",18,1900,19,1300,"35","11","15","No","No","Low","Low",0
"408",16,1854,16,1854,"38","9","21","No","No","Low","Low",0
"409",20,1852,20,1852,"38","4","18","No","No","Low","Low",0
"410",6,1140,6,1140,"38","4","42","No","No","Low","Low",52
"411",28,925,28,925,"49","2","19","No","No","Low","Low",0.88
"412",28,942,28,942,"49","2","19","No","No","Low","Low",1
"413",28,1032,28,1032,"49","2","19","No","No","Low","Low",1
"414",28,1048,28,1048,"49","2","19","No","No","Low","Low",0.88
"415",28,1102,28,1102,"49","2","19","No","No","Low","Low",1
"416",28,1105,28,1105,"49","2","19","No","No","Low","Low",1
"417",28,930,28,930,"49","2","19","No","No","Low","Low",0.75
"418",23,1200,24,200,"46","1","49","No","No","Low","Low",0
"419",26,810,26,810,"4","4","19","No","No","Low","Low",2.5
"420",4,2100,5,700,"16","1","49","No","No","Low","Low",0
"421",26,1400,27,800,"48","1","49","No","No","Low","Low",0
"422",30,0,30,500,"20","1","49","No","No","Low","Low",0
"423",30,0,30,500,"20","1","49","No","No","Low","Low",0
"424",30,0,30,500,"20","1","49","No","No","Low","Low",0
"425",30,0,30,500,"20","1","49","No","No","Low","Low",0
"426",30,0,30,500,"20","1","49","No","No","Low","Low",0
"427",29,1300,30,700,"48","1","49","No","No","Low","Low",0
"428",29,1300,30,700,"48","1","49","No","No","Low","Low",0
"429",29,1300,30,700,"46","1","49","No","No","Low","Low",0
"430",30,0,30,500,"46","1","49","No","No","Low","Low",0
"431",15,1727,15,1727,"43","1","19","No","No","Low","Low",1.25
"432",15,1703,15,1703,"43","1","19","No","No","Low","Low",1
"433",15,1730,15,1730,"43","1","19","No","No","Low","Low",1.5
"434",15,1745,15,1745,"43","1","19","No","No","Low","Low",2.5
"435",9,1750,9,1800,"24","3","19","No","No","Low","Low",1
"436",9,1915,9,1925,"24","3","42","No","No","Low","Low",50
"437",9,1916,9,1920,"24","3","19","No","No","Low","Low",1.75
"438",10,12,10,20,"24","3","42","No","No","Low","Low",50
"439",10,105,10,110,"24","3","42","No","No","Low","Low",50
"440",10,110,10,115,"24","3","42","No","No","Low","Low",60
"441",10,120,10,125,"24","3","42","No","No","Low","Low",50
"442",10,125,10,130,"24","3","42","No","No","Low","Low",50
